epoch:0, Training MAE:1.816(eV), Training Loss:1.427698, Test MAE:0.835(eV), Test Loss:1.304188, Learning Rate:0.000999973
epoch:25, Training MAE:0.410(eV), Training Loss:0.382315, Test MAE:0.610(eV), Test Loss:0.552483, Learning Rate:0.000981581
epoch:26, Training MAE:0.386(eV), Training Loss:0.287596, Test MAE:0.672(eV), Test Loss:0.633973, Learning Rate:0.000980147
epoch:27, Training MAE:0.396(eV), Training Loss:0.255939, Test MAE:0.418(eV), Test Loss:0.404213, Learning Rate:0.00097866
epoch:28, Training MAE:0.400(eV), Training Loss:0.269682, Test MAE:0.450(eV), Test Loss:0.322341, Learning Rate:0.00097712
epoch:29, Training MAE:0.392(eV), Training Loss:0.067418, Test MAE:0.670(eV), Test Loss:0.503900, Learning Rate:0.000975528
epoch:30, Training MAE:0.391(eV), Training Loss:0.171442, Test MAE:1.072(eV), Test Loss:1.506829, Learning Rate:0.000973884
epoch:31, Training MAE:0.361(eV), Training Loss:0.287541, Test MAE:0.601(eV), Test Loss:0.451212, Learning Rate:0.000972188
epoch:32, Training MAE:0.341(eV), Training Loss:0.130134, Test MAE:0.437(eV), Test Loss:0.378154, Learning Rate:0.00097044
epoch:33, Training MAE:0.395(eV), Training Loss:0.202711, Test MAE:1.642(eV), Test Loss:4.719145, Learning Rate:0.000968641
epoch:34, Training MAE:0.351(eV), Training Loss:0.184014, Test MAE:0.840(eV), Test Loss:0.942445, Learning Rate:0.00096679
epoch:35, Training MAE:0.362(eV), Training Loss:0.187810, Test MAE:0.579(eV), Test Loss:0.560811, Learning Rate:0.000964888
epoch:36, Training MAE:0.451(eV), Training Loss:0.385256, Test MAE:1.896(eV), Test Loss:5.032821, Learning Rate:0.000962935
epoch:37, Training MAE:0.445(eV), Training Loss:0.164120, Test MAE:0.393(eV), Test Loss:0.254986, Learning Rate:0.000960932
epoch:38, Training MAE:0.373(eV), Training Loss:0.189079, Test MAE:0.621(eV), Test Loss:0.504407, Learning Rate:0.000958877
epoch:39, Training MAE:0.385(eV), Training Loss:0.206789, Test MAE:0.537(eV), Test Loss:0.442656, Learning Rate:0.000956773
epoch:40, Training MAE:0.340(eV), Training Loss:0.122734, Test MAE:0.539(eV), Test Loss:0.414389, Learning Rate:0.000954618
epoch:41, Training MAE:0.350(eV), Training Loss:0.334107, Test MAE:0.768(eV), Test Loss:0.713599, Learning Rate:0.000952414
epoch:42, Training MAE:0.352(eV), Training Loss:0.188916, Test MAE:2.128(eV), Test Loss:6.573061, Learning Rate:0.000950159
epoch:43, Training MAE:0.342(eV), Training Loss:0.178474, Test MAE:0.534(eV), Test Loss:0.395256, Learning Rate:0.000947856
epoch:44, Training MAE:0.342(eV), Training Loss:0.183277, Test MAE:0.501(eV), Test Loss:0.423702, Learning Rate:0.000945503
epoch:45, Training MAE:0.332(eV), Training Loss:0.150231, Test MAE:1.196(eV), Test Loss:1.960795, Learning Rate:0.000943102
epoch:46, Training MAE:0.336(eV), Training Loss:0.250465, Test MAE:0.923(eV), Test Loss:1.392908, Learning Rate:0.000940652
epoch:47, Training MAE:0.335(eV), Training Loss:0.411595, Test MAE:1.774(eV), Test Loss:4.670942, Learning Rate:0.000938153
epoch:48, Training MAE:0.334(eV), Training Loss:0.102517, Test MAE:1.052(eV), Test Loss:1.966138, Learning Rate:0.000935607
epoch:49, Training MAE:0.323(eV), Training Loss:0.103095, Test MAE:0.410(eV), Test Loss:0.188089, Learning Rate:0.000933013
epoch:50, Training MAE:0.331(eV), Training Loss:0.365009, Test MAE:1.177(eV), Test Loss:2.204786, Learning Rate:0.000930371
epoch:51, Training MAE:0.312(eV), Training Loss:0.164161, Test MAE:2.590(eV), Test Loss:5.536083, Learning Rate:0.000927682
epoch:52, Training MAE:0.303(eV), Training Loss:0.109316, Test MAE:0.902(eV), Test Loss:1.135627, Learning Rate:0.000924946
epoch:53, Training MAE:0.307(eV), Training Loss:0.090046, Test MAE:1.509(eV), Test Loss:2.879298, Learning Rate:0.000922164
epoch:54, Training MAE:0.317(eV), Training Loss:0.193421, Test MAE:0.504(eV), Test Loss:0.371235, Learning Rate:0.000919335
epoch:55, Training MAE:0.294(eV), Training Loss:0.147673, Test MAE:1.626(eV), Test Loss:4.189165, Learning Rate:0.000916461
epoch:56, Training MAE:0.296(eV), Training Loss:0.217838, Test MAE:1.692(eV), Test Loss:3.241616, Learning Rate:0.00091354
epoch:57, Training MAE:0.322(eV), Training Loss:0.116882, Test MAE:0.806(eV), Test Loss:0.854548, Learning Rate:0.000910575
epoch:58, Training MAE:0.296(eV), Training Loss:0.145263, Test MAE:1.380(eV), Test Loss:4.037358, Learning Rate:0.000907564
epoch:59, Training MAE:0.282(eV), Training Loss:0.175022, Test MAE:0.294(eV), Test Loss:0.110781, Learning Rate:0.000904508
epoch:60, Training MAE:0.288(eV), Training Loss:0.164852, Test MAE:0.361(eV), Test Loss:0.114286, Learning Rate:0.000901409
epoch:61, Training MAE:0.290(eV), Training Loss:0.308726, Test MAE:0.989(eV), Test Loss:1.392934, Learning Rate:0.000898265
epoch:62, Training MAE:0.279(eV), Training Loss:0.134097, Test MAE:0.409(eV), Test Loss:0.248672, Learning Rate:0.000895078
epoch:63, Training MAE:0.276(eV), Training Loss:0.187232, Test MAE:1.377(eV), Test Loss:2.703414, Learning Rate:0.000891847
epoch:64, Training MAE:0.299(eV), Training Loss:0.165585, Test MAE:1.178(eV), Test Loss:2.148385, Learning Rate:0.000888573
epoch:65, Training MAE:0.285(eV), Training Loss:0.193361, Test MAE:0.549(eV), Test Loss:0.955938, Learning Rate:0.000885257
epoch:66, Training MAE:0.263(eV), Training Loss:0.083148, Test MAE:1.707(eV), Test Loss:4.760485, Learning Rate:0.000881898
epoch:67, Training MAE:0.262(eV), Training Loss:0.123599, Test MAE:0.631(eV), Test Loss:0.477515, Learning Rate:0.000878498
epoch:68, Training MAE:0.264(eV), Training Loss:0.119307, Test MAE:0.294(eV), Test Loss:0.183177, Learning Rate:0.000875056
epoch:69, Training MAE:0.264(eV), Training Loss:0.089057, Test MAE:0.948(eV), Test Loss:1.454248, Learning Rate:0.000871572
epoch:70, Training MAE:0.253(eV), Training Loss:0.177748, Test MAE:1.185(eV), Test Loss:1.665604, Learning Rate:0.000868049
epoch:71, Training MAE:0.268(eV), Training Loss:0.178047, Test MAE:1.044(eV), Test Loss:2.022541, Learning Rate:0.000864484
epoch:72, Training MAE:0.267(eV), Training Loss:0.209694, Test MAE:2.371(eV), Test Loss:6.503901, Learning Rate:0.00086088
epoch:73, Training MAE:0.256(eV), Training Loss:0.168689, Test MAE:436.649(eV), Test Loss:189015.906250, Learning Rate:0.000857236
epoch:74, Training MAE:0.268(eV), Training Loss:0.237698, Test MAE:4.255(eV), Test Loss:18.534378, Learning Rate:0.000853553
epoch:75, Training MAE:0.244(eV), Training Loss:0.063418, Test MAE:1.759(eV), Test Loss:4.956946, Learning Rate:0.000849832
epoch:76, Training MAE:0.242(eV), Training Loss:0.077831, Test MAE:1.963(eV), Test Loss:4.287133, Learning Rate:0.000846072
epoch:77, Training MAE:0.260(eV), Training Loss:0.087929, Test MAE:0.314(eV), Test Loss:0.234583, Learning Rate:0.000842274
epoch:78, Training MAE:0.244(eV), Training Loss:0.081564, Test MAE:0.396(eV), Test Loss:0.147642, Learning Rate:0.000838438
epoch:79, Training MAE:0.239(eV), Training Loss:0.207114, Test MAE:0.917(eV), Test Loss:1.201623, Learning Rate:0.000834565
epoch:80, Training MAE:0.250(eV), Training Loss:0.072557, Test MAE:0.282(eV), Test Loss:0.104354, Learning Rate:0.000830656
epoch:81, Training MAE:0.237(eV), Training Loss:0.058703, Test MAE:1.467(eV), Test Loss:3.259450, Learning Rate:0.00082671
epoch:82, Training MAE:0.238(eV), Training Loss:0.097864, Test MAE:6.423(eV), Test Loss:40.191174, Learning Rate:0.000822729
epoch:83, Training MAE:0.246(eV), Training Loss:0.066710, Test MAE:1.659(eV), Test Loss:3.797928, Learning Rate:0.000818712
epoch:84, Training MAE:0.223(eV), Training Loss:0.074369, Test MAE:2.646(eV), Test Loss:9.010270, Learning Rate:0.00081466
epoch:85, Training MAE:0.220(eV), Training Loss:0.067626, Test MAE:5.791(eV), Test Loss:30.598969, Learning Rate:0.000810574
epoch:86, Training MAE:0.222(eV), Training Loss:0.072742, Test MAE:0.499(eV), Test Loss:0.301511, Learning Rate:0.000806454
epoch:87, Training MAE:0.223(eV), Training Loss:0.049170, Test MAE:0.996(eV), Test Loss:1.308281, Learning Rate:0.0008023
epoch:88, Training MAE:0.220(eV), Training Loss:0.073462, Test MAE:3.477(eV), Test Loss:12.177877, Learning Rate:0.000798112
epoch:89, Training MAE:0.232(eV), Training Loss:0.106537, Test MAE:1.306(eV), Test Loss:2.734624, Learning Rate:0.000793893
epoch:90, Training MAE:0.219(eV), Training Loss:0.082637, Test MAE:1.573(eV), Test Loss:3.930058, Learning Rate:0.000789641
epoch:91, Training MAE:0.223(eV), Training Loss:0.048763, Test MAE:0.242(eV), Test Loss:0.137574, Learning Rate:0.000785357
epoch:92, Training MAE:0.215(eV), Training Loss:0.064233, Test MAE:1.234(eV), Test Loss:2.137909, Learning Rate:0.000781042
epoch:93, Training MAE:0.209(eV), Training Loss:0.042710, Test MAE:0.735(eV), Test Loss:0.724203, Learning Rate:0.000776696
epoch:94, Training MAE:0.211(eV), Training Loss:0.065093, Test MAE:1.979(eV), Test Loss:7.168893, Learning Rate:0.00077232
epoch:95, Training MAE:0.197(eV), Training Loss:0.052709, Test MAE:1.885(eV), Test Loss:4.458137, Learning Rate:0.000767913
epoch:96, Training MAE:0.204(eV), Training Loss:0.078743, Test MAE:4.196(eV), Test Loss:18.850679, Learning Rate:0.000763478
epoch:97, Training MAE:0.216(eV), Training Loss:0.045535, Test MAE:1.628(eV), Test Loss:2.803684, Learning Rate:0.000759014
epoch:98, Training MAE:0.205(eV), Training Loss:0.103433, Test MAE:3.170(eV), Test Loss:13.070639, Learning Rate:0.000754521
epoch:99, Training MAE:0.192(eV), Training Loss:0.077118, Test MAE:1.478(eV), Test Loss:4.063593, Learning Rate:0.00075
epoch:100, Training MAE:0.210(eV), Training Loss:0.064421, Test MAE:0.963(eV), Test Loss:1.397177, Learning Rate:0.000745452
epoch:101, Training MAE:0.192(eV), Training Loss:0.064940, Test MAE:1.576(eV), Test Loss:5.087629, Learning Rate:0.000740877
epoch:102, Training MAE:0.205(eV), Training Loss:0.035046, Test MAE:0.210(eV), Test Loss:0.078761, Learning Rate:0.000736275
epoch:103, Training MAE:0.191(eV), Training Loss:0.055733, Test MAE:0.824(eV), Test Loss:1.043112, Learning Rate:0.000731648
epoch:104, Training MAE:0.186(eV), Training Loss:0.065540, Test MAE:1.181(eV), Test Loss:1.724572, Learning Rate:0.000726995
epoch:105, Training MAE:0.205(eV), Training Loss:0.048712, Test MAE:2.036(eV), Test Loss:6.309295, Learning Rate:0.000722318
epoch:106, Training MAE:0.194(eV), Training Loss:0.076722, Test MAE:0.819(eV), Test Loss:0.912686, Learning Rate:0.000717616
epoch:107, Training MAE:0.187(eV), Training Loss:0.046301, Test MAE:2.087(eV), Test Loss:6.191806, Learning Rate:0.00071289
epoch:108, Training MAE:0.188(eV), Training Loss:0.037058, Test MAE:0.201(eV), Test Loss:0.069453, Learning Rate:0.00070814
epoch:109, Training MAE:0.182(eV), Training Loss:0.041711, Test MAE:1.984(eV), Test Loss:4.591182, Learning Rate:0.000703368
epoch:110, Training MAE:0.176(eV), Training Loss:0.061320, Test MAE:0.811(eV), Test Loss:0.845525, Learning Rate:0.000698574
epoch:111, Training MAE:0.184(eV), Training Loss:0.041838, Test MAE:8.451(eV), Test Loss:69.651733, Learning Rate:0.000693758
epoch:112, Training MAE:0.197(eV), Training Loss:0.051799, Test MAE:1.341(eV), Test Loss:1.926041, Learning Rate:0.00068892
epoch:113, Training MAE:0.180(eV), Training Loss:0.027009, Test MAE:0.591(eV), Test Loss:0.428732, Learning Rate:0.000684062
epoch:114, Training MAE:0.176(eV), Training Loss:0.035918, Test MAE:1.208(eV), Test Loss:1.856482, Learning Rate:0.000679184
epoch:115, Training MAE:0.180(eV), Training Loss:0.030032, Test MAE:3.743(eV), Test Loss:16.866016, Learning Rate:0.000674286
epoch:116, Training MAE:0.172(eV), Training Loss:0.051584, Test MAE:1.562(eV), Test Loss:3.925390, Learning Rate:0.000669369
epoch:117, Training MAE:0.173(eV), Training Loss:0.052865, Test MAE:2.239(eV), Test Loss:6.199244, Learning Rate:0.000664433
epoch:118, Training MAE:0.167(eV), Training Loss:0.060549, Test MAE:1.461(eV), Test Loss:2.782380, Learning Rate:0.00065948
epoch:119, Training MAE:0.181(eV), Training Loss:0.070599, Test MAE:2.333(eV), Test Loss:6.835647, Learning Rate:0.000654508
epoch:120, Training MAE:0.167(eV), Training Loss:0.021173, Test MAE:1.078(eV), Test Loss:1.809702, Learning Rate:0.00064952
epoch:121, Training MAE:0.168(eV), Training Loss:0.036859, Test MAE:6.810(eV), Test Loss:49.271019, Learning Rate:0.000644516
epoch:122, Training MAE:0.166(eV), Training Loss:0.018604, Test MAE:0.355(eV), Test Loss:0.200425, Learning Rate:0.000639496
epoch:123, Training MAE:0.161(eV), Training Loss:0.040771, Test MAE:0.334(eV), Test Loss:0.181018, Learning Rate:0.00063446
epoch:124, Training MAE:0.169(eV), Training Loss:0.077254, Test MAE:1.117(eV), Test Loss:1.872354, Learning Rate:0.00062941
epoch:125, Training MAE:0.172(eV), Training Loss:0.034963, Test MAE:1.281(eV), Test Loss:2.904170, Learning Rate:0.000624345
epoch:126, Training MAE:0.169(eV), Training Loss:0.040609, Test MAE:5.656(eV), Test Loss:35.694778, Learning Rate:0.000619267
epoch:127, Training MAE:0.165(eV), Training Loss:0.038915, Test MAE:0.421(eV), Test Loss:0.238957, Learning Rate:0.000614175
epoch:128, Training MAE:0.158(eV), Training Loss:0.035728, Test MAE:1.862(eV), Test Loss:4.090201, Learning Rate:0.000609072
epoch:129, Training MAE:0.153(eV), Training Loss:0.032221, Test MAE:0.527(eV), Test Loss:0.317793, Learning Rate:0.000603956
epoch:130, Training MAE:0.156(eV), Training Loss:0.036064, Test MAE:1.337(eV), Test Loss:2.670970, Learning Rate:0.000598829
epoch:131, Training MAE:0.158(eV), Training Loss:0.023315, Test MAE:2.209(eV), Test Loss:6.225448, Learning Rate:0.000593691
epoch:132, Training MAE:0.160(eV), Training Loss:0.050889, Test MAE:2.097(eV), Test Loss:5.987300, Learning Rate:0.000588542
epoch:133, Training MAE:0.157(eV), Training Loss:0.041327, Test MAE:1.626(eV), Test Loss:3.496903, Learning Rate:0.000583384
epoch:134, Training MAE:0.157(eV), Training Loss:0.047322, Test MAE:0.269(eV), Test Loss:0.139008, Learning Rate:0.000578217
epoch:135, Training MAE:0.158(eV), Training Loss:0.042014, Test MAE:2.148(eV), Test Loss:6.663536, Learning Rate:0.000573042
epoch:136, Training MAE:0.148(eV), Training Loss:0.029859, Test MAE:0.405(eV), Test Loss:0.291620, Learning Rate:0.000567858
epoch:137, Training MAE:0.158(eV), Training Loss:0.030388, Test MAE:0.934(eV), Test Loss:1.547700, Learning Rate:0.000562667
epoch:138, Training MAE:0.154(eV), Training Loss:0.058268, Test MAE:1.827(eV), Test Loss:4.695390, Learning Rate:0.000557469
epoch:139, Training MAE:0.152(eV), Training Loss:0.029790, Test MAE:0.696(eV), Test Loss:0.493852, Learning Rate:0.000552264
epoch:140, Training MAE:0.150(eV), Training Loss:0.027199, Test MAE:1.659(eV), Test Loss:3.892555, Learning Rate:0.000547054
epoch:141, Training MAE:0.154(eV), Training Loss:0.037157, Test MAE:1.160(eV), Test Loss:2.043541, Learning Rate:0.000541839
epoch:142, Training MAE:0.145(eV), Training Loss:0.036322, Test MAE:1.936(eV), Test Loss:5.610019, Learning Rate:0.000536619
epoch:143, Training MAE:0.153(eV), Training Loss:0.035985, Test MAE:1.825(eV), Test Loss:4.702485, Learning Rate:0.000531395
epoch:144, Training MAE:0.145(eV), Training Loss:0.041470, Test MAE:1.250(eV), Test Loss:2.721127, Learning Rate:0.000526168
epoch:145, Training MAE:0.141(eV), Training Loss:0.025065, Test MAE:1.238(eV), Test Loss:2.403659, Learning Rate:0.000520938
epoch:146, Training MAE:0.142(eV), Training Loss:0.030666, Test MAE:0.723(eV), Test Loss:0.805091, Learning Rate:0.000515705
epoch:147, Training MAE:0.140(eV), Training Loss:0.081468, Test MAE:2.044(eV), Test Loss:4.653769, Learning Rate:0.000510471
epoch:148, Training MAE:0.145(eV), Training Loss:0.033562, Test MAE:3.649(eV), Test Loss:16.796640, Learning Rate:0.000505236
epoch:149, Training MAE:0.138(eV), Training Loss:0.023286, Test MAE:1.105(eV), Test Loss:1.692862, Learning Rate:0.0005
epoch:150, Training MAE:0.139(eV), Training Loss:0.028885, Test MAE:0.589(eV), Test Loss:0.485299, Learning Rate:0.000494764
epoch:151, Training MAE:0.145(eV), Training Loss:0.032921, Test MAE:0.306(eV), Test Loss:0.126811, Learning Rate:0.000489529
epoch:152, Training MAE:0.140(eV), Training Loss:0.029559, Test MAE:3.110(eV), Test Loss:12.027544, Learning Rate:0.000484295
epoch:153, Training MAE:0.137(eV), Training Loss:0.026721, Test MAE:0.568(eV), Test Loss:0.436527, Learning Rate:0.000479062
epoch:154, Training MAE:0.135(eV), Training Loss:0.046702, Test MAE:1.655(eV), Test Loss:4.292962, Learning Rate:0.000473832
epoch:155, Training MAE:0.135(eV), Training Loss:0.022420, Test MAE:1.890(eV), Test Loss:4.727674, Learning Rate:0.000468605
epoch:156, Training MAE:0.136(eV), Training Loss:0.022379, Test MAE:0.860(eV), Test Loss:1.062055, Learning Rate:0.000463381
epoch:157, Training MAE:0.131(eV), Training Loss:0.033638, Test MAE:2.523(eV), Test Loss:7.657802, Learning Rate:0.000458161
epoch:158, Training MAE:0.135(eV), Training Loss:0.023848, Test MAE:1.196(eV), Test Loss:2.336992, Learning Rate:0.000452946
epoch:159, Training MAE:0.141(eV), Training Loss:0.036569, Test MAE:2.706(eV), Test Loss:9.543828, Learning Rate:0.000447736
epoch:160, Training MAE:0.142(eV), Training Loss:0.056769, Test MAE:1.335(eV), Test Loss:2.987595, Learning Rate:0.000442531
epoch:161, Training MAE:0.133(eV), Training Loss:0.023570, Test MAE:1.738(eV), Test Loss:4.988242, Learning Rate:0.000437333
epoch:162, Training MAE:0.127(eV), Training Loss:0.016968, Test MAE:0.588(eV), Test Loss:0.354562, Learning Rate:0.000432142
epoch:163, Training MAE:0.130(eV), Training Loss:0.027513, Test MAE:1.858(eV), Test Loss:5.051444, Learning Rate:0.000426958
epoch:164, Training MAE:0.129(eV), Training Loss:0.034065, Test MAE:2.069(eV), Test Loss:5.772283, Learning Rate:0.000421783
epoch:165, Training MAE:0.128(eV), Training Loss:0.021626, Test MAE:0.625(eV), Test Loss:0.773565, Learning Rate:0.000416616
epoch:166, Training MAE:0.125(eV), Training Loss:0.027320, Test MAE:0.983(eV), Test Loss:1.467979, Learning Rate:0.000411458
epoch:167, Training MAE:0.124(eV), Training Loss:0.015991, Test MAE:0.222(eV), Test Loss:0.161802, Learning Rate:0.000406309
epoch:168, Training MAE:0.127(eV), Training Loss:0.031708, Test MAE:2.440(eV), Test Loss:8.762340, Learning Rate:0.000401171
epoch:169, Training MAE:0.119(eV), Training Loss:0.022111, Test MAE:2.543(eV), Test Loss:10.007864, Learning Rate:0.000396044
epoch:170, Training MAE:0.120(eV), Training Loss:0.031387, Test MAE:3.826(eV), Test Loss:17.627003, Learning Rate:0.000390928
epoch:171, Training MAE:0.122(eV), Training Loss:0.022833, Test MAE:2.111(eV), Test Loss:8.071329, Learning Rate:0.000385825
epoch:172, Training MAE:0.122(eV), Training Loss:0.026572, Test MAE:0.885(eV), Test Loss:1.316352, Learning Rate:0.000380733
epoch:173, Training MAE:0.124(eV), Training Loss:0.030135, Test MAE:1.797(eV), Test Loss:5.104356, Learning Rate:0.000375655
epoch:174, Training MAE:0.123(eV), Training Loss:0.071259, Test MAE:0.643(eV), Test Loss:0.759071, Learning Rate:0.00037059
epoch:175, Training MAE:0.125(eV), Training Loss:0.037533, Test MAE:0.770(eV), Test Loss:0.612118, Learning Rate:0.00036554
epoch:176, Training MAE:0.123(eV), Training Loss:0.051601, Test MAE:1.215(eV), Test Loss:1.476788, Learning Rate:0.000360504
epoch:177, Training MAE:0.114(eV), Training Loss:0.014218, Test MAE:0.744(eV), Test Loss:0.904988, Learning Rate:0.000355484
epoch:178, Training MAE:0.117(eV), Training Loss:0.026580, Test MAE:0.320(eV), Test Loss:0.154194, Learning Rate:0.00035048
epoch:179, Training MAE:0.115(eV), Training Loss:0.014437, Test MAE:1.076(eV), Test Loss:1.792500, Learning Rate:0.000345492
epoch:180, Training MAE:0.113(eV), Training Loss:0.013352, Test MAE:0.904(eV), Test Loss:1.589726, Learning Rate:0.00034052
epoch:181, Training MAE:0.112(eV), Training Loss:0.019718, Test MAE:1.422(eV), Test Loss:3.425211, Learning Rate:0.000335567
epoch:182, Training MAE:0.115(eV), Training Loss:0.023231, Test MAE:0.182(eV), Test Loss:0.074070, Learning Rate:0.000330631
epoch:183, Training MAE:0.111(eV), Training Loss:0.009669, Test MAE:0.978(eV), Test Loss:1.925384, Learning Rate:0.000325714
epoch:184, Training MAE:0.114(eV), Training Loss:0.019051, Test MAE:1.298(eV), Test Loss:2.296591, Learning Rate:0.000320816
epoch:185, Training MAE:0.113(eV), Training Loss:0.016495, Test MAE:1.685(eV), Test Loss:3.223650, Learning Rate:0.000315938
epoch:186, Training MAE:0.110(eV), Training Loss:0.029625, Test MAE:0.352(eV), Test Loss:0.183814, Learning Rate:0.00031108
epoch:187, Training MAE:0.114(eV), Training Loss:0.017835, Test MAE:1.695(eV), Test Loss:3.994178, Learning Rate:0.000306242
epoch:188, Training MAE:0.111(eV), Training Loss:0.025095, Test MAE:1.323(eV), Test Loss:2.771433, Learning Rate:0.000301426
epoch:189, Training MAE:0.114(eV), Training Loss:0.016476, Test MAE:1.566(eV), Test Loss:3.590597, Learning Rate:0.000296632
epoch:190, Training MAE:0.107(eV), Training Loss:0.015980, Test MAE:0.723(eV), Test Loss:0.748303, Learning Rate:0.00029186
epoch:191, Training MAE:0.108(eV), Training Loss:0.040841, Test MAE:0.677(eV), Test Loss:0.481880, Learning Rate:0.00028711
epoch:192, Training MAE:0.110(eV), Training Loss:0.020597, Test MAE:1.062(eV), Test Loss:1.744213, Learning Rate:0.000282384
epoch:193, Training MAE:0.109(eV), Training Loss:0.015765, Test MAE:0.984(eV), Test Loss:1.604770, Learning Rate:0.000277682
epoch:194, Training MAE:0.107(eV), Training Loss:0.013002, Test MAE:0.834(eV), Test Loss:0.920045, Learning Rate:0.000273005
epoch:195, Training MAE:0.103(eV), Training Loss:0.018310, Test MAE:1.392(eV), Test Loss:2.657330, Learning Rate:0.000268352
epoch:196, Training MAE:0.108(eV), Training Loss:0.014034, Test MAE:1.653(eV), Test Loss:4.066177, Learning Rate:0.000263725
epoch:197, Training MAE:0.102(eV), Training Loss:0.020175, Test MAE:1.502(eV), Test Loss:3.341506, Learning Rate:0.000259123
epoch:198, Training MAE:0.099(eV), Training Loss:0.014621, Test MAE:0.973(eV), Test Loss:1.156651, Learning Rate:0.000254548
epoch:199, Training MAE:0.103(eV), Training Loss:0.018477, Test MAE:0.404(eV), Test Loss:0.218410, Learning Rate:0.00025
epoch:200, Training MAE:0.101(eV), Training Loss:0.020107, Test MAE:0.808(eV), Test Loss:1.183328, Learning Rate:0.000245479
epoch:201, Training MAE:0.099(eV), Training Loss:0.018673, Test MAE:0.875(eV), Test Loss:1.193103, Learning Rate:0.000240986
epoch:202, Training MAE:0.101(eV), Training Loss:0.012309, Test MAE:0.583(eV), Test Loss:0.713515, Learning Rate:0.000236522
epoch:203, Training MAE:0.100(eV), Training Loss:0.011007, Test MAE:0.992(eV), Test Loss:1.578882, Learning Rate:0.000232087
epoch:204, Training MAE:0.106(eV), Training Loss:0.012729, Test MAE:1.522(eV), Test Loss:4.266982, Learning Rate:0.00022768
epoch:205, Training MAE:0.095(eV), Training Loss:0.010873, Test MAE:0.299(eV), Test Loss:0.143136, Learning Rate:0.000223304
epoch:206, Training MAE:0.099(eV), Training Loss:0.017121, Test MAE:0.370(eV), Test Loss:0.214354, Learning Rate:0.000218958
