epoch:0, Training MAE:1.030(eV), Training Loss:1.229937, Test MAE:2.479(eV), Test Loss:13.504141, Learning Rate:0.000999973
epoch:20, Training MAE:0.189(eV), Training Loss:0.030351, Test MAE:7.342(eV), Test Loss:65.241669, Learning Rate:0.000987958
epoch:21, Training MAE:0.189(eV), Training Loss:0.031366, Test MAE:2.553(eV), Test Loss:8.513769, Learning Rate:0.000986789
epoch:22, Training MAE:0.184(eV), Training Loss:0.073633, Test MAE:3.170(eV), Test Loss:13.391925, Learning Rate:0.000985567
epoch:23, Training MAE:0.176(eV), Training Loss:0.022936, Test MAE:2.403(eV), Test Loss:7.640881, Learning Rate:0.000984292
epoch:24, Training MAE:0.177(eV), Training Loss:0.052612, Test MAE:3.105(eV), Test Loss:12.285327, Learning Rate:0.000982963
epoch:25, Training MAE:0.169(eV), Training Loss:0.038482, Test MAE:7.620(eV), Test Loss:50.620815, Learning Rate:0.000981581
epoch:26, Training MAE:0.164(eV), Training Loss:0.034432, Test MAE:5.745(eV), Test Loss:45.875916, Learning Rate:0.000980147
epoch:27, Training MAE:0.162(eV), Training Loss:0.043335, Test MAE:8.213(eV), Test Loss:89.731071, Learning Rate:0.00097866
epoch:28, Training MAE:0.162(eV), Training Loss:0.035298, Test MAE:2.893(eV), Test Loss:10.995288, Learning Rate:0.00097712
epoch:29, Training MAE:0.156(eV), Training Loss:0.041038, Test MAE:2.756(eV), Test Loss:9.571618, Learning Rate:0.000975528
epoch:30, Training MAE:0.151(eV), Training Loss:0.040922, Test MAE:9.011(eV), Test Loss:101.875992, Learning Rate:0.000973884
epoch:31, Training MAE:0.153(eV), Training Loss:0.024761, Test MAE:0.936(eV), Test Loss:1.333429, Learning Rate:0.000972188
epoch:32, Training MAE:0.154(eV), Training Loss:0.022390, Test MAE:5.211(eV), Test Loss:34.684982, Learning Rate:0.00097044
epoch:33, Training MAE:0.144(eV), Training Loss:0.041427, Test MAE:3.127(eV), Test Loss:14.044909, Learning Rate:0.000968641
epoch:34, Training MAE:0.147(eV), Training Loss:0.021293, Test MAE:2.538(eV), Test Loss:7.327274, Learning Rate:0.00096679
epoch:35, Training MAE:0.146(eV), Training Loss:0.021062, Test MAE:1.859(eV), Test Loss:6.275726, Learning Rate:0.000964888
epoch:36, Training MAE:0.139(eV), Training Loss:0.016983, Test MAE:3.096(eV), Test Loss:10.647425, Learning Rate:0.000962935
epoch:37, Training MAE:0.136(eV), Training Loss:0.035222, Test MAE:7.479(eV), Test Loss:57.176556, Learning Rate:0.000960932
epoch:38, Training MAE:0.135(eV), Training Loss:0.025580, Test MAE:2.409(eV), Test Loss:8.276548, Learning Rate:0.000958877
epoch:39, Training MAE:0.138(eV), Training Loss:0.018918, Test MAE:3.414(eV), Test Loss:15.016043, Learning Rate:0.000956773
epoch:40, Training MAE:0.133(eV), Training Loss:0.023115, Test MAE:5.049(eV), Test Loss:27.916304, Learning Rate:0.000954618
epoch:41, Training MAE:0.132(eV), Training Loss:0.028107, Test MAE:4.506(eV), Test Loss:26.269203, Learning Rate:0.000952414
epoch:42, Training MAE:0.131(eV), Training Loss:0.039525, Test MAE:7.700(eV), Test Loss:64.836441, Learning Rate:0.000950159
epoch:43, Training MAE:0.125(eV), Training Loss:0.044520, Test MAE:0.316(eV), Test Loss:0.152878, Learning Rate:0.000947856
epoch:44, Training MAE:0.127(eV), Training Loss:0.020881, Test MAE:4.548(eV), Test Loss:24.364288, Learning Rate:0.000945503
epoch:45, Training MAE:0.124(eV), Training Loss:0.020221, Test MAE:1.547(eV), Test Loss:3.152331, Learning Rate:0.000943102
epoch:46, Training MAE:0.127(eV), Training Loss:0.017534, Test MAE:0.801(eV), Test Loss:1.590300, Learning Rate:0.000940652
epoch:47, Training MAE:0.120(eV), Training Loss:0.013089, Test MAE:1.268(eV), Test Loss:2.322095, Learning Rate:0.000938153
epoch:48, Training MAE:0.121(eV), Training Loss:0.025106, Test MAE:3.736(eV), Test Loss:13.057402, Learning Rate:0.000935607
epoch:49, Training MAE:0.120(eV), Training Loss:0.036885, Test MAE:1.672(eV), Test Loss:3.675968, Learning Rate:0.000933013
epoch:50, Training MAE:0.120(eV), Training Loss:0.069532, Test MAE:3.874(eV), Test Loss:19.266787, Learning Rate:0.000930371
epoch:51, Training MAE:0.119(eV), Training Loss:0.013186, Test MAE:1.079(eV), Test Loss:1.730923, Learning Rate:0.000927682
epoch:52, Training MAE:0.116(eV), Training Loss:0.030981, Test MAE:0.885(eV), Test Loss:0.933514, Learning Rate:0.000924946
epoch:53, Training MAE:0.115(eV), Training Loss:0.020980, Test MAE:0.731(eV), Test Loss:0.653357, Learning Rate:0.000922164
epoch:54, Training MAE:0.114(eV), Training Loss:0.012764, Test MAE:1.865(eV), Test Loss:8.556879, Learning Rate:0.000919335
epoch:55, Training MAE:0.114(eV), Training Loss:0.010503, Test MAE:1.521(eV), Test Loss:4.106237, Learning Rate:0.000916461
epoch:56, Training MAE:0.110(eV), Training Loss:0.030507, Test MAE:0.642(eV), Test Loss:0.745823, Learning Rate:0.00091354
epoch:57, Training MAE:0.113(eV), Training Loss:0.022567, Test MAE:1.475(eV), Test Loss:2.451952, Learning Rate:0.000910575
epoch:58, Training MAE:0.110(eV), Training Loss:0.019752, Test MAE:1.534(eV), Test Loss:5.322918, Learning Rate:0.000907564
epoch:59, Training MAE:0.110(eV), Training Loss:0.012372, Test MAE:1.121(eV), Test Loss:1.579482, Learning Rate:0.000904508
epoch:60, Training MAE:0.106(eV), Training Loss:0.022469, Test MAE:0.496(eV), Test Loss:0.273291, Learning Rate:0.000901409
epoch:61, Training MAE:0.108(eV), Training Loss:0.011183, Test MAE:1.752(eV), Test Loss:3.449906, Learning Rate:0.000898265
epoch:62, Training MAE:0.107(eV), Training Loss:0.009097, Test MAE:3.919(eV), Test Loss:18.010159, Learning Rate:0.000895078
epoch:63, Training MAE:0.107(eV), Training Loss:0.017651, Test MAE:2.700(eV), Test Loss:18.163683, Learning Rate:0.000891847
epoch:64, Training MAE:0.107(eV), Training Loss:0.019857, Test MAE:1.918(eV), Test Loss:9.264557, Learning Rate:0.000888573
epoch:65, Training MAE:0.104(eV), Training Loss:0.016404, Test MAE:1.723(eV), Test Loss:3.639888, Learning Rate:0.000885257
epoch:66, Training MAE:0.106(eV), Training Loss:0.010369, Test MAE:2.686(eV), Test Loss:12.934080, Learning Rate:0.000881898
epoch:67, Training MAE:0.104(eV), Training Loss:0.011502, Test MAE:1.681(eV), Test Loss:3.323216, Learning Rate:0.000878498
epoch:68, Training MAE:0.104(eV), Training Loss:0.009853, Test MAE:1.266(eV), Test Loss:1.750570, Learning Rate:0.000875056
epoch:69, Training MAE:0.099(eV), Training Loss:0.020992, Test MAE:2.291(eV), Test Loss:6.486085, Learning Rate:0.000871572
epoch:70, Training MAE:0.103(eV), Training Loss:0.009172, Test MAE:2.121(eV), Test Loss:7.442729, Learning Rate:0.000868049
epoch:71, Training MAE:0.102(eV), Training Loss:0.012365, Test MAE:5.313(eV), Test Loss:31.088924, Learning Rate:0.000864484
epoch:72, Training MAE:0.100(eV), Training Loss:0.008261, Test MAE:1.970(eV), Test Loss:4.434905, Learning Rate:0.00086088
epoch:73, Training MAE:0.098(eV), Training Loss:0.020969, Test MAE:1.557(eV), Test Loss:2.992639, Learning Rate:0.000857236
epoch:74, Training MAE:0.098(eV), Training Loss:0.018244, Test MAE:0.647(eV), Test Loss:0.652583, Learning Rate:0.000853553
epoch:75, Training MAE:0.098(eV), Training Loss:0.021972, Test MAE:2.070(eV), Test Loss:5.404034, Learning Rate:0.000849832
epoch:76, Training MAE:0.096(eV), Training Loss:0.039921, Test MAE:0.325(eV), Test Loss:0.129190, Learning Rate:0.000846072
epoch:77, Training MAE:0.098(eV), Training Loss:0.011036, Test MAE:2.210(eV), Test Loss:9.155930, Learning Rate:0.000842274
epoch:78, Training MAE:0.094(eV), Training Loss:0.008039, Test MAE:1.184(eV), Test Loss:1.966580, Learning Rate:0.000838438
epoch:79, Training MAE:0.095(eV), Training Loss:0.010512, Test MAE:0.990(eV), Test Loss:1.228939, Learning Rate:0.000834565
epoch:80, Training MAE:0.093(eV), Training Loss:0.015700, Test MAE:1.355(eV), Test Loss:2.540528, Learning Rate:0.000830656
epoch:81, Training MAE:0.095(eV), Training Loss:0.018427, Test MAE:1.383(eV), Test Loss:2.916979, Learning Rate:0.00082671
epoch:82, Training MAE:0.091(eV), Training Loss:0.018773, Test MAE:0.663(eV), Test Loss:0.605917, Learning Rate:0.000822729
epoch:83, Training MAE:0.090(eV), Training Loss:0.017573, Test MAE:1.477(eV), Test Loss:2.619628, Learning Rate:0.000818712
epoch:84, Training MAE:0.091(eV), Training Loss:0.007824, Test MAE:2.195(eV), Test Loss:7.021879, Learning Rate:0.00081466
epoch:85, Training MAE:0.089(eV), Training Loss:0.015001, Test MAE:0.776(eV), Test Loss:0.927693, Learning Rate:0.000810574
epoch:86, Training MAE:0.090(eV), Training Loss:0.005648, Test MAE:1.326(eV), Test Loss:3.547105, Learning Rate:0.000806454
epoch:87, Training MAE:0.089(eV), Training Loss:0.009683, Test MAE:2.402(eV), Test Loss:8.601034, Learning Rate:0.0008023
epoch:88, Training MAE:0.089(eV), Training Loss:0.016223, Test MAE:0.792(eV), Test Loss:1.020602, Learning Rate:0.000798112
epoch:89, Training MAE:0.089(eV), Training Loss:0.010629, Test MAE:1.733(eV), Test Loss:4.491612, Learning Rate:0.000793893
epoch:90, Training MAE:0.087(eV), Training Loss:0.012229, Test MAE:0.897(eV), Test Loss:1.123058, Learning Rate:0.000789641
epoch:91, Training MAE:0.086(eV), Training Loss:0.009958, Test MAE:1.531(eV), Test Loss:3.306846, Learning Rate:0.000785357
epoch:92, Training MAE:0.086(eV), Training Loss:0.011981, Test MAE:3.779(eV), Test Loss:14.544276, Learning Rate:0.000781042
epoch:93, Training MAE:0.086(eV), Training Loss:0.005364, Test MAE:0.735(eV), Test Loss:0.851446, Learning Rate:0.000776696
epoch:94, Training MAE:0.089(eV), Training Loss:0.007710, Test MAE:2.318(eV), Test Loss:6.609247, Learning Rate:0.00077232
epoch:95, Training MAE:0.085(eV), Training Loss:0.011915, Test MAE:0.617(eV), Test Loss:0.479760, Learning Rate:0.000767913
epoch:96, Training MAE:0.086(eV), Training Loss:0.026229, Test MAE:1.449(eV), Test Loss:3.384704, Learning Rate:0.000763478
epoch:97, Training MAE:0.084(eV), Training Loss:0.015802, Test MAE:2.369(eV), Test Loss:5.943273, Learning Rate:0.000759014
epoch:98, Training MAE:0.084(eV), Training Loss:0.008382, Test MAE:2.480(eV), Test Loss:9.885029, Learning Rate:0.000754521
epoch:99, Training MAE:0.082(eV), Training Loss:0.006532, Test MAE:0.991(eV), Test Loss:1.673488, Learning Rate:0.00075
epoch:100, Training MAE:0.085(eV), Training Loss:0.011054, Test MAE:1.903(eV), Test Loss:6.466388, Learning Rate:0.000745452
epoch:101, Training MAE:0.081(eV), Training Loss:0.007359, Test MAE:0.659(eV), Test Loss:1.033077, Learning Rate:0.000740877
epoch:102, Training MAE:0.081(eV), Training Loss:0.014596, Test MAE:2.103(eV), Test Loss:5.061935, Learning Rate:0.000736275
epoch:103, Training MAE:0.082(eV), Training Loss:0.010719, Test MAE:1.939(eV), Test Loss:5.745887, Learning Rate:0.000731648
epoch:104, Training MAE:0.081(eV), Training Loss:0.004741, Test MAE:1.893(eV), Test Loss:7.506206, Learning Rate:0.000726995
epoch:105, Training MAE:0.079(eV), Training Loss:0.005132, Test MAE:0.882(eV), Test Loss:1.111910, Learning Rate:0.000722318
epoch:106, Training MAE:0.080(eV), Training Loss:0.010516, Test MAE:1.782(eV), Test Loss:3.998381, Learning Rate:0.000717616
epoch:107, Training MAE:0.078(eV), Training Loss:0.008633, Test MAE:3.283(eV), Test Loss:12.310199, Learning Rate:0.00071289
epoch:108, Training MAE:0.079(eV), Training Loss:0.016488, Test MAE:0.693(eV), Test Loss:0.783893, Learning Rate:0.00070814
epoch:109, Training MAE:0.078(eV), Training Loss:0.012268, Test MAE:0.805(eV), Test Loss:1.250430, Learning Rate:0.000703368
epoch:110, Training MAE:0.076(eV), Training Loss:0.008101, Test MAE:1.663(eV), Test Loss:3.656905, Learning Rate:0.000698574
epoch:111, Training MAE:0.080(eV), Training Loss:0.007070, Test MAE:0.287(eV), Test Loss:0.095612, Learning Rate:0.000693758
epoch:112, Training MAE:0.074(eV), Training Loss:0.006721, Test MAE:1.341(eV), Test Loss:2.234460, Learning Rate:0.00068892
epoch:113, Training MAE:0.076(eV), Training Loss:0.004859, Test MAE:1.359(eV), Test Loss:2.380979, Learning Rate:0.000684062
epoch:114, Training MAE:0.077(eV), Training Loss:0.008634, Test MAE:1.400(eV), Test Loss:2.717504, Learning Rate:0.000679184
epoch:115, Training MAE:0.076(eV), Training Loss:0.009781, Test MAE:0.643(eV), Test Loss:0.471734, Learning Rate:0.000674286
epoch:116, Training MAE:0.074(eV), Training Loss:0.009263, Test MAE:1.522(eV), Test Loss:2.721778, Learning Rate:0.000669369
epoch:117, Training MAE:0.076(eV), Training Loss:0.006701, Test MAE:0.488(eV), Test Loss:0.309248, Learning Rate:0.000664433
epoch:118, Training MAE:0.073(eV), Training Loss:0.004322, Test MAE:0.406(eV), Test Loss:0.252702, Learning Rate:0.00065948
epoch:119, Training MAE:0.072(eV), Training Loss:0.010666, Test MAE:0.785(eV), Test Loss:0.848486, Learning Rate:0.000654508
epoch:120, Training MAE:0.073(eV), Training Loss:0.013274, Test MAE:0.943(eV), Test Loss:1.389384, Learning Rate:0.00064952
epoch:121, Training MAE:0.073(eV), Training Loss:0.008223, Test MAE:0.519(eV), Test Loss:0.481887, Learning Rate:0.000644516
epoch:122, Training MAE:0.072(eV), Training Loss:0.005957, Test MAE:0.256(eV), Test Loss:0.094759, Learning Rate:0.000639496
epoch:123, Training MAE:0.072(eV), Training Loss:0.007077, Test MAE:0.544(eV), Test Loss:0.698608, Learning Rate:0.00063446
epoch:124, Training MAE:0.073(eV), Training Loss:0.004073, Test MAE:1.325(eV), Test Loss:2.540104, Learning Rate:0.00062941
epoch:125, Training MAE:0.071(eV), Training Loss:0.003604, Test MAE:2.276(eV), Test Loss:7.440605, Learning Rate:0.000624345
epoch:126, Training MAE:0.070(eV), Training Loss:0.003665, Test MAE:0.479(eV), Test Loss:0.414016, Learning Rate:0.000619267
epoch:127, Training MAE:0.070(eV), Training Loss:0.008160, Test MAE:1.472(eV), Test Loss:2.905235, Learning Rate:0.000614175
epoch:128, Training MAE:0.070(eV), Training Loss:0.007861, Test MAE:0.779(eV), Test Loss:1.025003, Learning Rate:0.000609072
epoch:129, Training MAE:0.069(eV), Training Loss:0.004614, Test MAE:1.416(eV), Test Loss:3.385734, Learning Rate:0.000603956
epoch:130, Training MAE:0.069(eV), Training Loss:0.005323, Test MAE:5.044(eV), Test Loss:29.726425, Learning Rate:0.000598829
epoch:131, Training MAE:0.069(eV), Training Loss:0.004216, Test MAE:1.080(eV), Test Loss:1.745168, Learning Rate:0.000593691
epoch:132, Training MAE:0.069(eV), Training Loss:0.002929, Test MAE:0.114(eV), Test Loss:0.015047, Learning Rate:0.000588542
epoch:133, Training MAE:0.068(eV), Training Loss:0.009431, Test MAE:2.989(eV), Test Loss:11.224345, Learning Rate:0.000583384
epoch:134, Training MAE:0.068(eV), Training Loss:0.005444, Test MAE:0.533(eV), Test Loss:0.659240, Learning Rate:0.000578217
epoch:135, Training MAE:0.068(eV), Training Loss:0.006094, Test MAE:0.944(eV), Test Loss:1.604969, Learning Rate:0.000573042
epoch:136, Training MAE:0.066(eV), Training Loss:0.010529, Test MAE:0.334(eV), Test Loss:0.169699, Learning Rate:0.000567858
epoch:137, Training MAE:0.067(eV), Training Loss:0.004585, Test MAE:0.558(eV), Test Loss:0.333882, Learning Rate:0.000562667
epoch:138, Training MAE:0.067(eV), Training Loss:0.006499, Test MAE:0.149(eV), Test Loss:0.046288, Learning Rate:0.000557469
epoch:139, Training MAE:0.064(eV), Training Loss:0.006255, Test MAE:0.430(eV), Test Loss:0.236071, Learning Rate:0.000552264
epoch:140, Training MAE:0.065(eV), Training Loss:0.003461, Test MAE:0.768(eV), Test Loss:0.651273, Learning Rate:0.000547054
epoch:141, Training MAE:0.064(eV), Training Loss:0.003480, Test MAE:0.641(eV), Test Loss:0.528769, Learning Rate:0.000541839
epoch:142, Training MAE:0.065(eV), Training Loss:0.007574, Test MAE:0.251(eV), Test Loss:0.122042, Learning Rate:0.000536619
epoch:143, Training MAE:0.064(eV), Training Loss:0.007162, Test MAE:1.841(eV), Test Loss:5.150300, Learning Rate:0.000531395
epoch:144, Training MAE:0.062(eV), Training Loss:0.004705, Test MAE:1.005(eV), Test Loss:1.966410, Learning Rate:0.000526168
epoch:145, Training MAE:0.062(eV), Training Loss:0.006313, Test MAE:1.663(eV), Test Loss:5.418217, Learning Rate:0.000520938
epoch:146, Training MAE:0.062(eV), Training Loss:0.003785, Test MAE:0.277(eV), Test Loss:0.140027, Learning Rate:0.000515705
epoch:147, Training MAE:0.063(eV), Training Loss:0.009726, Test MAE:0.094(eV), Test Loss:0.010205, Learning Rate:0.000510471
epoch:148, Training MAE:0.063(eV), Training Loss:0.003258, Test MAE:1.334(eV), Test Loss:2.489695, Learning Rate:0.000505236
epoch:149, Training MAE:0.061(eV), Training Loss:0.008811, Test MAE:1.389(eV), Test Loss:2.320839, Learning Rate:0.0005
epoch:150, Training MAE:0.060(eV), Training Loss:0.003235, Test MAE:1.026(eV), Test Loss:1.291619, Learning Rate:0.000494764
epoch:151, Training MAE:0.061(eV), Training Loss:0.004204, Test MAE:0.691(eV), Test Loss:0.871334, Learning Rate:0.000489529
epoch:152, Training MAE:0.060(eV), Training Loss:0.011250, Test MAE:0.615(eV), Test Loss:0.428062, Learning Rate:0.000484295
epoch:153, Training MAE:0.061(eV), Training Loss:0.008463, Test MAE:0.927(eV), Test Loss:1.278090, Learning Rate:0.000479062
epoch:154, Training MAE:0.059(eV), Training Loss:0.005870, Test MAE:1.011(eV), Test Loss:1.245039, Learning Rate:0.000473832
epoch:155, Training MAE:0.058(eV), Training Loss:0.004053, Test MAE:0.261(eV), Test Loss:0.083867, Learning Rate:0.000468605
epoch:156, Training MAE:0.059(eV), Training Loss:0.003841, Test MAE:0.360(eV), Test Loss:0.166993, Learning Rate:0.000463381
epoch:157, Training MAE:0.059(eV), Training Loss:0.004523, Test MAE:1.251(eV), Test Loss:1.972396, Learning Rate:0.000458161
epoch:158, Training MAE:0.059(eV), Training Loss:0.012768, Test MAE:0.705(eV), Test Loss:0.605915, Learning Rate:0.000452946
epoch:159, Training MAE:0.058(eV), Training Loss:0.005003, Test MAE:0.557(eV), Test Loss:0.306993, Learning Rate:0.000447736
epoch:160, Training MAE:0.057(eV), Training Loss:0.004523, Test MAE:0.546(eV), Test Loss:0.259100, Learning Rate:0.000442531
epoch:161, Training MAE:0.059(eV), Training Loss:0.004152, Test MAE:0.090(eV), Test Loss:0.013493, Learning Rate:0.000437333
epoch:162, Training MAE:0.056(eV), Training Loss:0.002927, Test MAE:1.004(eV), Test Loss:1.869298, Learning Rate:0.000432142
epoch:163, Training MAE:0.057(eV), Training Loss:0.003084, Test MAE:0.512(eV), Test Loss:0.515983, Learning Rate:0.000426958
epoch:164, Training MAE:0.056(eV), Training Loss:0.008926, Test MAE:0.923(eV), Test Loss:1.206866, Learning Rate:0.000421783
epoch:165, Training MAE:0.057(eV), Training Loss:0.006240, Test MAE:0.073(eV), Test Loss:0.011135, Learning Rate:0.000416616
epoch:166, Training MAE:0.054(eV), Training Loss:0.003371, Test MAE:1.695(eV), Test Loss:5.191230, Learning Rate:0.000411458
epoch:167, Training MAE:0.057(eV), Training Loss:0.003892, Test MAE:0.615(eV), Test Loss:0.412632, Learning Rate:0.000406309
epoch:168, Training MAE:0.055(eV), Training Loss:0.005427, Test MAE:1.672(eV), Test Loss:5.036932, Learning Rate:0.000401171
epoch:169, Training MAE:0.056(eV), Training Loss:0.005173, Test MAE:0.412(eV), Test Loss:0.270240, Learning Rate:0.000396044
epoch:170, Training MAE:0.054(eV), Training Loss:0.004226, Test MAE:1.161(eV), Test Loss:1.895145, Learning Rate:0.000390928
epoch:171, Training MAE:0.054(eV), Training Loss:0.005912, Test MAE:0.400(eV), Test Loss:0.183549, Learning Rate:0.000385825
epoch:172, Training MAE:0.055(eV), Training Loss:0.006799, Test MAE:0.426(eV), Test Loss:0.238750, Learning Rate:0.000380733
epoch:173, Training MAE:0.055(eV), Training Loss:0.004558, Test MAE:1.556(eV), Test Loss:2.625808, Learning Rate:0.000375655
epoch:174, Training MAE:0.052(eV), Training Loss:0.005702, Test MAE:0.150(eV), Test Loss:0.024850, Learning Rate:0.00037059
epoch:175, Training MAE:0.052(eV), Training Loss:0.002449, Test MAE:0.952(eV), Test Loss:1.842030, Learning Rate:0.00036554
epoch:176, Training MAE:0.054(eV), Training Loss:0.007443, Test MAE:1.079(eV), Test Loss:1.406417, Learning Rate:0.000360504
epoch:177, Training MAE:0.052(eV), Training Loss:0.005047, Test MAE:0.665(eV), Test Loss:0.633169, Learning Rate:0.000355484
epoch:178, Training MAE:0.052(eV), Training Loss:0.003043, Test MAE:0.321(eV), Test Loss:0.194560, Learning Rate:0.00035048
epoch:179, Training MAE:0.052(eV), Training Loss:0.006503, Test MAE:0.503(eV), Test Loss:0.501301, Learning Rate:0.000345492
epoch:180, Training MAE:0.052(eV), Training Loss:0.003268, Test MAE:0.558(eV), Test Loss:0.468325, Learning Rate:0.00034052
epoch:181, Training MAE:0.051(eV), Training Loss:0.002083, Test MAE:0.641(eV), Test Loss:0.783814, Learning Rate:0.000335567
epoch:182, Training MAE:0.051(eV), Training Loss:0.003179, Test MAE:0.166(eV), Test Loss:0.049381, Learning Rate:0.000330631
epoch:183, Training MAE:0.050(eV), Training Loss:0.002912, Test MAE:0.226(eV), Test Loss:0.058185, Learning Rate:0.000325714
epoch:184, Training MAE:0.049(eV), Training Loss:0.002741, Test MAE:0.934(eV), Test Loss:1.233554, Learning Rate:0.000320816
epoch:185, Training MAE:0.050(eV), Training Loss:0.006194, Test MAE:0.242(eV), Test Loss:0.072532, Learning Rate:0.000315938
epoch:186, Training MAE:0.050(eV), Training Loss:0.004093, Test MAE:0.328(eV), Test Loss:0.158522, Learning Rate:0.00031108
epoch:187, Training MAE:0.049(eV), Training Loss:0.002759, Test MAE:0.712(eV), Test Loss:0.830437, Learning Rate:0.000306242
epoch:188, Training MAE:0.050(eV), Training Loss:0.002761, Test MAE:1.296(eV), Test Loss:2.553035, Learning Rate:0.000301426
epoch:189, Training MAE:0.050(eV), Training Loss:0.002861, Test MAE:0.143(eV), Test Loss:0.032929, Learning Rate:0.000296632
epoch:190, Training MAE:0.048(eV), Training Loss:0.002113, Test MAE:0.317(eV), Test Loss:0.157278, Learning Rate:0.00029186
epoch:191, Training MAE:0.049(eV), Training Loss:0.002994, Test MAE:0.663(eV), Test Loss:0.637747, Learning Rate:0.00028711
epoch:192, Training MAE:0.048(eV), Training Loss:0.003917, Test MAE:0.386(eV), Test Loss:0.320773, Learning Rate:0.000282384
epoch:193, Training MAE:0.048(eV), Training Loss:0.006132, Test MAE:1.949(eV), Test Loss:4.593242, Learning Rate:0.000277682
epoch:194, Training MAE:0.047(eV), Training Loss:0.001911, Test MAE:1.554(eV), Test Loss:3.627357, Learning Rate:0.000273005
epoch:195, Training MAE:0.048(eV), Training Loss:0.002991, Test MAE:0.653(eV), Test Loss:1.011500, Learning Rate:0.000268352
epoch:196, Training MAE:0.046(eV), Training Loss:0.003916, Test MAE:0.544(eV), Test Loss:0.407459, Learning Rate:0.000263725
epoch:197, Training MAE:0.046(eV), Training Loss:0.004777, Test MAE:0.180(eV), Test Loss:1.313138, Learning Rate:0.000259123
epoch:198, Training MAE:0.047(eV), Training Loss:0.004764, Test MAE:0.906(eV), Test Loss:1.346333, Learning Rate:0.000254548
epoch:199, Training MAE:0.047(eV), Training Loss:0.001958, Test MAE:0.174(eV), Test Loss:0.063922, Learning Rate:0.00025
epoch:200, Training MAE:0.045(eV), Training Loss:0.004468, Test MAE:0.798(eV), Test Loss:1.404936, Learning Rate:0.000245479
epoch:201, Training MAE:0.045(eV), Training Loss:0.002936, Test MAE:0.559(eV), Test Loss:0.372112, Learning Rate:0.000240986
epoch:202, Training MAE:0.045(eV), Training Loss:0.002778, Test MAE:1.229(eV), Test Loss:1.868553, Learning Rate:0.000236522
epoch:203, Training MAE:0.044(eV), Training Loss:0.002922, Test MAE:0.591(eV), Test Loss:0.583529, Learning Rate:0.000232087
epoch:204, Training MAE:0.044(eV), Training Loss:0.001980, Test MAE:1.262(eV), Test Loss:2.417322, Learning Rate:0.00022768
epoch:205, Training MAE:0.044(eV), Training Loss:0.002781, Test MAE:0.991(eV), Test Loss:1.842011, Learning Rate:0.000223304
epoch:206, Training MAE:0.044(eV), Training Loss:0.002134, Test MAE:0.353(eV), Test Loss:0.351566, Learning Rate:0.000218958
epoch:207, Training MAE:0.044(eV), Training Loss:0.001559, Test MAE:0.586(eV), Test Loss:0.612785, Learning Rate:0.000214643
